Sex_I,Sex_M,Sex_F,Length,Diameter,Height,Weight,Age,Shucked Weight,Viscera Weight
0,1,0,1.5875,1.275,0.4625,37.081146,8.0,15.422128,9.015141
1,0,0,1.0125,0.75,0.225,8.17883075,6.0,3.912231,1.80019325
0,0,1,1.5375,1.1875,0.3875,31.6096925,10.0,13.721158,5.99591925
0,1,0,1.6125,1.2875,0.6,43.70075425,13.0,13.3526145,10.4609655
1,0,0,1.375,1.0625,0.325,18.824068,8.0,7.64019025,4.6209685
1,0,0,0.7,0.55,0.2,3.72795925,5.0,1.871067,0.680388
1,0,0,0.7625,0.5375,0.1625,3.04757125,5.0,1.247378,0.58116475
0,0,1,1.7375,1.3375,0.4375,38.5836695,10.0,15.49300175,7.98038425
1,0,0,0.875,0.6625,0.2,5.443104,6.0,2.2963095,1.31825175
0,0,1,1.5625,1.2125,0.375,31.02852775,10.0,15.0535845,7.3992195
0,1,0,1.5625,1.2375,0.4375,36.67007825,9.0,16.45688475,8.9867915
0,1,0,1.5125,1.25,0.4375,31.127751,12.0,13.50853675,6.577084
1,0,0,1.2375,0.9375,0.3,16.6978555,8.0,8.71747125,3.44446425
0,1,0,1.55,1.175,0.375,37.1094955,9.0,16.6411565,12.48795475
0,0,1,1.5375,1.1875,0.4125,29.0015385,12.0,13.90542975,5.54232725
0,0,1,1.35,1.0375,0.4375,25.44367625,14.0,7.7961125,6.8322295
1,0,0,0.5625,0.4125,0.1375,1.6726205,4.0,0.7654365,0.35436875
0,1,0,1.5,1.1875,0.4375,38.11590275,11.0,15.5638755,8.15048125
0,1,0,0.65,0.475,0.1875,2.67902775,6.0,1.26155275,0.56699
0,0,1,1.65,1.3125,0.45,45.25997675,10.0,22.01338675,11.2547515
0,0,1,1.35,1.1875,0.3875,26.308336,11.0,11.169703,5.499803
0,1,0,1.25,1.0375,0.4125,19.51863075,13.0,7.0590255,3.912231
1,0,0,0.725,0.525,0.15,3.38776525,6.0,1.587572,0.66621325
1,0,0,1.325,1.0125,0.3,17.916884,9.0,7.69688925,4.195726
0,1,0,1.0375,0.7875,0.2875,11.04213025,9.0,5.71242425,1.8427175
1,0,0,1.3,0.9875,0.3625,21.829115,7.0,12.020188,4.025629
0,0,1,1.425,1.1625,0.45,36.7126025,12.0,9.6104805,6.30776375
0,1,0,1.5,1.2,0.4125,25.98231675,9.0,11.72251825,5.57067675
1,0,0,0.9375,0.7,0.2,6.33611325,6.0,3.2601925,1.2190285
0,1,0,1.2875,0.9625,0.325,17.6617385,10.0,8.09378225,3.64291075
0,1,0,1.425,1.0125,0.4,26.20911275,19.0,9.76640275,6.19436575
1,0,0,1.5875,1.2,0.5,38.71124225,16.0,17.73261225,7.35669525
1,0,0,1.35,0.975,0.3125,17.73261225,8.0,7.15824875,4.479221
0,1,0,1.2375,1.0,0.3375,17.293195,7.0,7.711064,4.06815325
0,1,0,1.7,1.3375,0.4625,45.5576465,12.0,20.53921275,9.11436425
0,0,1,1.3,1.025,0.425,24.67823975,14.0,10.58853825,6.2085405
1,0,0,1.075,0.85,0.25,9.65300475,8.0,3.95475525,1.88524175
0,1,0,0.8875,0.7,0.2375,6.95980225,11.0,2.70737725,1.757669
0,0,1,1.7375,1.4,0.55,51.992983,11.0,23.96950225,11.963489
1,0,0,0.7875,0.575,0.175,4.649318,6.0,1.77184375,1.13398
0,0,1,1.125,0.8375,0.2625,12.0485375,9.0,5.28718175,2.5798045
0,0,1,1.3375,1.0,0.375,22.80717275,13.0,9.48290775,6.02426875
1,0,0,1.425,1.075,0.3625,23.6151335,10.0,10.035723,4.082328
0,0,1,1.2,1.0125,0.325,18.07280625,10.0,7.8528115,4.09650275
0,1,0,1.375,1.025,0.325,24.67823975,9.0,12.62970225,5.99591925
0,1,0,1.5,1.175,0.4,33.849303,10.0,15.94659375,8.63242275
0,1,0,1.525,1.2125,0.4,28.76056775,8.0,15.06775925,6.010094
1,0,0,1.0875,0.8,0.2,9.42620875,9.0,4.20990075,1.80019325
0,0,1,1.3125,1.0375,0.425,23.60095875,13.0,7.81028725,4.77689075
0,0,1,1.525,1.2375,0.475,34.3879435,15.0,13.154168,8.674947
0,0,1,1.3875,1.05,0.275,26.3933845,8.0,12.60135275,4.8477645
0,1,0,1.725,1.325,0.475,45.23162725,10.0,19.220961,9.3836845
0,0,1,0.725,0.525,0.1875,7.7961125,6.0,3.2034935,1.91359125
0,0,1,1.8,1.4125,0.45,48.7327905,11.0,23.99785175,11.5382465
0,0,1,1.125,0.8125,0.3375,12.417081,9.0,5.11708475,3.30271675
1,0,0,0.7,0.5125,0.175,2.87747425,6.0,1.1623295,0.850485
0,0,1,1.6125,1.2,0.475,38.8671645,12.0,19.63202875,8.23552975
0,0,1,1.6375,1.3,0.5,43.87085125,9.0,20.2131935,8.901743
0,0,1,1.7875,1.3125,0.4625,44.22522,11.0,18.86659225,10.8578585
0,0,1,1.4625,1.1125,0.35,25.8830935,10.0,12.20445975,6.25106475
1,0,0,0.9,0.6875,0.275,6.61960825,10.0,2.6932025,1.48834875
0,0,1,1.3875,1.1,0.3875,28.803092,10.0,13.99047825,5.25883225
0,0,1,1.2625,0.95,0.325,19.6462035,8.0,11.0846545,3.38776525
1,0,0,1.0375,0.8,0.275,10.58853825,7.0,4.9611625,2.14038725
0,0,1,1.125,0.9,0.275,12.6722265,12.0,5.7549485,2.324659
0,1,0,1.4625,1.125,0.45,22.66542525,8.0,9.525432,5.25883225
1,0,0,1.35,1.0375,0.3375,20.0997955,9.0,9.05766525,4.932813
0,1,0,1.225,0.95,0.35,18.10115575,13.0,6.53455975,4.025629
0,1,0,1.45,1.15,0.375,28.81726675,9.0,13.9196045,6.2652395
0,0,1,1.5625,1.2625,0.4375,32.601925,11.0,15.52135125,7.257472
0,1,0,1.4375,1.1,0.4,27.25804425,13.0,13.6928085,4.706017
0,0,1,1.6125,1.25,0.375,32.8570705,9.0,13.25339125,9.51125725
0,1,0,0.775,0.5625,0.1875,3.67126025,9.0,1.28990225,0.94970825
0,0,1,1.625,1.3375,0.4375,36.55668025,10.0,17.27902025,7.83863675
0,0,1,1.55,1.2125,0.3875,33.86347775,9.0,14.47241975,7.6827145
1,0,0,1.0125,0.775,0.225,8.845044,8.0,3.912231,1.70097
0,0,1,1.675,1.3125,0.4875,38.838815,12.0,17.19397175,8.37727725
0,1,0,0.675,0.4875,0.175,3.005047,7.0,1.31825175,0.510291
1,0,0,1.1,0.8375,0.2875,11.94931425,7.0,4.9044635,2.16873675
1,0,0,1.1625,0.925,0.25,14.33067225,7.0,6.633783,3.118445
0,1,0,1.8375,1.425,0.525,63.37530725,10.0,33.18308975,13.1258185
0,1,0,1.25,1.0,0.3625,17.08057375,11.0,6.123492,3.912231
0,1,0,1.225,0.975,0.35,20.0430965,13.0,7.92368525,6.19436575
1,0,0,1.1375,0.8375,0.2625,11.963489,6.0,6.4920355,2.45223175
1,0,0,0.725,0.5375,0.15,3.16096925,5.0,1.5025235,0.52446575
0,0,1,1.2,0.9375,0.2625,14.8834875,12.0,6.19436575,3.38776525
0,0,1,1.4125,1.1375,0.4375,28.7180435,19.0,9.695529,5.8683465
0,1,0,1.2375,0.9875,0.3,15.6772735,8.0,6.350288,3.89805625
1,0,0,1.45,1.05,0.4,20.638436,14.0,7.72523875,5.386405
0,0,1,1.125,0.9,0.3125,14.16057525,13.0,5.76912325,2.83495
1,0,0,1.525,1.1875,0.375,27.39979175,10.0,11.75086775,5.6699
0,0,1,1.6,1.275,0.5,39.41997975,12.0,17.293195,9.39785925
0,1,0,1.45,1.1,0.4375,34.74231225,10.0,15.32290475,7.66853975
0,1,0,1.6875,1.3125,0.4375,39.745999,16.0,13.6928085,9.08601475
1,0,0,1.3,0.9875,0.3125,16.45688475,9.0,6.93145275,4.139027
0,0,1,1.1,0.85,0.2625,10.319218,8.0,4.195726,2.28213475
1,0,0,0.9375,0.7,0.2,6.64795775,6.0,3.18931875,1.28990225
0,0,1,1.65,1.25,0.4375,37.63396125,9.0,15.762322,7.95203475
0,1,0,1.65,1.3125,0.45,41.900561,10.0,16.48523425,10.8011595
1,0,0,0.8875,0.6875,0.225,7.1157245,7.0,2.7499015,1.5025235
0,1,0,1.3,1.0625,0.3875,21.92833825,17.0,8.4198015,3.4869885
1,0,0,1.5125,1.225,0.4125,30.3623145,10.0,13.664459,5.48562825
0,0,1,1.15,0.9375,0.3,13.05494475,7.0,5.03203625,3.118445
0,1,0,1.3875,1.0875,0.3625,27.45649075,9.0,14.13222575,4.762716
0,1,0,1.45,1.1625,0.4375,29.3417325,17.0,11.3681495,5.28718175
0,0,1,1.6375,1.2625,0.4125,38.7537665,10.0,16.54193325,9.96484925
0,0,1,1.425,1.175,0.35,24.6924145,10.0,10.9145575,5.9817445
0,0,1,1.5,1.1875,0.45,33.46658475,19.0,12.31785775,7.01650125
0,1,0,1.2,0.925,0.325,18.2287285,8.0,9.8939755,3.27436725
0,0,1,1.0375,0.7625,0.325,9.07184,8.0,3.69960975,2.14038725
1,0,0,1.625,1.3125,0.45,46.096287,18.0,16.9246515,9.76640275
1,0,0,1.05,0.8,0.275,8.7599955,6.0,3.2601925,1.82854275
0,0,1,1.5875,1.25,0.45,37.194544,18.0,14.9968855,7.04485075
0,1,0,1.5375,1.2375,0.5,36.967748,14.0,16.42853525,8.83086925
0,1,0,1.5625,1.2375,0.3875,33.3673615,9.0,14.33067225,7.881161
0,0,1,1.6375,1.3,0.475,41.23434775,10.0,17.0097,10.95708175
0,0,1,1.375,1.0625,0.3625,22.5945515,9.0,8.4198015,4.252425
0,1,0,1.775,1.3875,0.4875,55.23900075,12.0,26.80445225,10.67358675
0,1,0,1.6,1.2125,0.4,28.519597,9.0,12.927372,6.36446275
1,0,0,1.1125,0.8375,0.25,13.87708025,7.0,7.78193775,2.438057
0,1,0,1.425,1.125,0.3625,26.932025,10.0,11.35397475,6.33611325
1,0,0,1.3375,1.05,0.3625,26.251637,17.0,11.283101,5.57067675
0,1,0,0.6375,0.4875,0.1625,2.26796,8.0,0.89300925,0.510291
0,1,0,1.4125,1.0625,0.25,20.25571775,12.0,8.66077225,4.706017
1,0,0,1.5375,1.225,0.3875,28.02348075,13.0,11.75086775,5.5281525
0,1,0,1.0375,0.75,0.25,9.51125725,7.0,4.37999775,1.94194075
1,0,0,0.8125,0.6,0.1875,4.32329875,6.0,2.041164,1.82854275
0,1,0,0.5,0.35,0.1375,0.9922325,5.0,0.41106775,0.226796
0,0,1,1.325,1.0125,0.325,18.01610725,9.0,7.47009325,4.43669675
0,1,0,1.1375,0.8625,0.3125,12.47378,12.0,4.7910655,3.01922175
0,1,0,1.4,1.1,0.4,24.50814275,10.0,9.36950975,5.88252125
0,0,1,1.4375,1.1625,0.4375,31.1561005,9.0,13.42348825,5.726599
0,0,1,1.0625,0.8375,0.2375,9.128539,10.0,3.41611475,1.7293195
1,0,0,0.9375,0.7125,0.225,7.21494775,6.0,3.3735905,1.68679525
0,1,0,1.2375,0.9875,0.3125,15.35125425,9.0,6.73300625,3.81300775
0,1,0,1.6,1.275,0.475,45.7277435,14.0,17.61921425,10.2341695
0,0,1,1.4125,1.125,0.4375,35.05415675,10.0,15.03940975,6.95980225
1,0,0,0.9625,0.725,0.2,7.04485075,7.0,3.458639,1.40330025
0,1,0,1.575,1.2125,0.45,35.25260325,11.0,14.67086625,8.731646
0,1,0,1.475,1.1875,0.4125,30.5324115,9.0,12.88484775,6.917278
1,0,0,0.925,0.725,0.2375,7.0590255,6.0,2.96252275,1.644271
0,0,1,1.45,1.1875,0.3875,27.612413,10.0,12.20445975,6.520385
0,1,0,1.425,1.125,0.35,26.29416125,8.0,13.5227115,4.55009475
0,0,1,1.525,1.1875,0.4,31.62386725,10.0,10.87203325,6.3219385
0,0,1,1.6625,1.3875,0.4875,40.78075575,17.0,16.4710595,10.035723
1,0,0,0.975,0.775,0.2125,9.752228,7.0,5.1312595,1.97029025
1,0,0,1.3375,1.125,0.3875,22.89222125,10.0,10.36174225,4.195726
0,1,0,1.25,0.95,0.3375,16.54193325,12.0,6.50621025,3.58621175
0,1,0,1.5,1.15,0.3875,27.20134525,11.0,12.62970225,5.3580555
0,1,0,1.4125,1.1,0.4375,25.58542375,14.0,8.788345,5.4714535
1,0,0,1.1875,0.875,0.2875,14.118051,7.0,6.73300625,2.8066005
0,1,0,1.3125,1.0125,0.3,21.41804725,9.0,10.64523725,4.40834725
1,0,0,0.8625,0.6625,0.25,6.95980225,7.0,3.1467945,1.51669825
1,0,0,0.55,0.4,0.125,1.3891255,4.0,0.60951425,0.283495
1,0,0,1.25,0.9625,0.3,14.628342,8.0,5.5848515,3.69960975
0,0,1,1.45,1.075,0.425,41.95726,10.0,18.52639825,9.185238
0,1,0,0.775,0.5875,0.15,3.40194,11.0,1.17650425,0.9355335
1,0,0,0.9,0.675,0.2125,5.556502,4.0,2.48058125,0.9922325
1,0,0,1.125,0.9,0.325,13.551061,7.0,5.4147545,3.6003865
1,0,0,0.875,0.675,0.1875,6.0951425,6.0,2.83495,1.020582
0,1,0,1.25,0.975,0.3625,18.4555245,11.0,7.7394135,3.742134
0,1,0,1.4,1.0875,0.45,25.2027055,11.0,10.20582,5.783298
0,1,0,1.55,1.225,0.375,33.8776525,9.0,13.05494475,8.561549
0,1,0,1.1125,0.875,0.3,12.54465375,8.0,5.443104,2.70737725
0,0,1,1.5875,1.2625,0.425,40.1145425,15.0,17.1514475,8.4198015
1,0,0,1.1125,0.8625,0.3,11.43902325,7.0,4.7910655,2.33883375
0,0,1,1.6625,1.275,0.4375,39.13648475,10.0,19.1359125,8.46232575
1,0,0,1.0,0.75,0.2875,9.015141,6.0,3.78465825,2.05533875
0,1,0,1.175,0.9125,0.3375,14.798439,10.0,6.78970525,4.32329875
1,0,0,1.4875,1.15,0.375,23.62930825,8.0,10.6877615,5.45727875
0,1,0,1.3625,1.1,0.3,24.28134675,12.0,9.85145125,4.86193925
0,1,0,1.25,0.9625,0.3375,18.21455375,7.0,9.05766525,3.6570855
1,0,0,0.525,0.375,0.1125,1.13398,4.0,0.38271825,0.226796
0,1,0,1.3875,1.0875,0.35,21.24795025,8.0,9.6671795,4.66349275
0,1,0,1.55,1.225,0.4,29.3417325,11.0,12.47378,7.15824875
0,1,0,1.5625,1.2375,0.4375,35.550273,9.0,16.48523425,8.107957
1,0,0,1.1625,0.9375,0.3,13.3526145,9.0,6.293589,3.3735905
1,0,0,1.55,1.125,0.3375,26.194938,10.0,10.149121,6.42116175
1,0,0,1.075,0.825,0.2375,9.07184,7.0,3.345241,1.8427175
0,1,0,0.9625,0.75,0.2375,6.80388,9.0,2.50893075,1.6726205
1,0,0,0.35,0.2625,0.0875,0.41106775,4.0,0.1417475,0.09922325
0,0,1,0.9375,0.7375,0.275,8.51902475,7.0,3.55786225,1.63009625
0,0,1,1.7625,1.3875,0.4875,49.68249875,12.0,20.14231975,11.94931425
0,0,1,1.425,1.0875,0.35,22.92057075,16.0,9.17106325,5.1879585
1,0,0,1.1625,0.925,0.2875,11.55242125,9.0,4.29494925,2.65067825
0,1,0,1.2625,0.975,0.2625,18.58309725,11.0,7.35669525,5.10291
0,1,0,1.575,1.2625,0.4125,35.72037,14.0,12.82814875,7.81028725
0,1,0,0.9,0.7375,0.2625,6.8322295,8.0,2.45223175,1.5025235
0,1,0,1.375,1.025,0.375,22.2543575,12.0,7.994559,5.273007
0,1,0,0.9,0.7375,0.25,5.96756975,9.0,1.871067,1.48834875
1,0,0,1.2125,0.9375,0.275,13.154168,8.0,5.71242425,2.551455
0,1,0,1.3125,1.0375,0.3625,23.9553275,8.0,9.99319875,4.63514325
0,0,1,1.5125,1.2,0.4375,33.12639075,9.0,13.65028425,6.53455975
1,0,0,0.6375,0.475,0.1875,2.45223175,5.0,0.97805775,0.58116475
1,0,0,1.15,0.85,0.225,10.886208,8.0,5.08873525,1.927766
1,0,0,1.3,1.025,0.3625,18.313777,9.0,8.40562675,4.52174525
0,0,1,1.5875,1.225,0.3875,32.4601775,9.0,13.53688625,8.60407325
0,0,1,1.3875,1.1375,0.45,27.158821,14.0,8.391452,5.5281525
1,0,0,1.1375,0.8375,0.2625,11.49572225,8.0,4.9611625,2.608154
0,1,0,1.725,1.375,0.4875,50.3770615,11.0,21.8007655,10.77281
0,0,1,1.6,1.2125,0.3625,32.13415825,11.0,15.66309875,7.10154975
1,0,0,1.1,0.8125,0.275,14.07552675,8.0,7.314171,3.38776525
1,0,0,0.675,0.5125,0.125,2.381358,6.0,0.850485,0.52446575
1,0,0,0.9,0.6875,0.1875,6.25106475,7.0,2.79242575,1.247378
1,0,0,0.9375,0.7,0.25,7.27164675,12.0,3.30271675,1.65844575
1,0,0,1.4,1.1125,0.3875,24.76328825,16.0,8.51902475,5.9250455
1,0,0,0.8,0.6,0.1875,4.91863825,7.0,2.154562,1.00640725
1,0,0,1.175,0.9375,0.3,13.8062065,8.0,5.556502,2.8066005
0,0,1,1.6375,1.3625,0.4625,49.8667705,11.0,19.46193175,8.8733935
0,0,1,1.75,1.4375,0.5125,50.95822625,13.0,20.68096025,11.15552825
1,0,0,0.4,0.3,0.05,0.510291,4.0,0.21262125,0.12757275
0,0,1,1.4125,1.0,0.325,19.77377625,8.0,8.71747125,4.72019175
0,1,0,1.4375,1.175,0.375,32.36095425,13.0,12.79979925,5.783298
1,0,0,1.15,0.9,0.2625,13.210867,7.0,6.30776375,2.8066005
0,1,0,1.2625,1.1,0.35,23.45921125,8.0,9.68135425,5.25883225
0,1,0,1.35,1.0125,0.3875,27.54153925,19.0,9.14271375,5.499803
1,0,0,1.15,0.8625,0.3,11.77921725,7.0,5.613201,2.50893075
0,1,0,1.6,1.275,0.425,38.88133925,10.0,16.0741665,8.7032965
0,0,1,1.6125,1.3125,0.5,41.0784255,13.0,17.0380495,7.27164675
1,0,0,0.7875,0.575,0.175,3.24601775,5.0,1.304077,0.66621325
0,1,0,1.375,1.0375,0.4375,29.540179,15.0,9.34116025,6.59125875
0,1,0,1.2875,0.925,0.2875,17.42076775,9.0,9.68135425,4.3941725
0,1,0,1.575,1.2125,0.4125,34.9549335,10.0,18.61144675,6.56290925
0,1,0,1.15,0.8875,0.275,11.7650425,12.0,6.0951425,2.324659
0,1,0,1.45,1.175,0.4125,29.5118295,9.0,15.30873,4.706017
0,0,1,1.4375,1.075,0.3875,22.55202725,9.0,9.87980075,5.45727875
0,0,1,1.575,1.2375,0.475,33.04134225,10.0,15.195332,5.99591925
0,1,0,1.65,1.275,0.4125,46.42230625,14.0,21.78659075,10.04989775
0,1,0,1.625,1.2875,0.4625,38.96638775,12.0,21.262125,5.11708475
1,0,0,1.4375,1.125,0.3625,22.5378525,10.0,10.319218,4.26659975
0,1,0,1.55,1.2,0.375,35.890467,12.0,17.81766075,7.29999625
0,0,1,1.6125,1.3,0.425,33.9343515,11.0,14.911837,8.29222875
0,1,0,1.3125,0.9875,0.325,21.64484325,8.0,9.56795625,4.03980375
1,0,0,1.1,0.8625,0.3,13.8062065,14.0,5.57067675,3.061746
1,0,0,1.2125,0.925,0.325,12.984071,10.0,5.1312595,3.2034935
0,1,0,1.2875,0.9875,0.3375,28.5479465,8.0,13.380964,7.07320025
0,1,0,1.5,1.2125,0.4375,35.93299125,13.0,14.16057525,7.98038425
0,0,1,1.3125,1.0625,0.35,24.76328825,10.0,11.92096475,5.159609
1,0,0,1.375,1.1625,0.375,26.535132,9.0,13.6361095,4.932813
0,0,1,1.0875,0.8,0.3,10.73028575,11.0,4.309124,2.59397925
0,0,1,1.35,1.1875,0.3875,34.5013415,16.0,15.03940975,8.71747125
0,1,0,1.7,1.3,0.4375,43.7432785,11.0,21.33299875,9.9506745
1,0,0,1.175,0.875,0.3125,12.23280925,6.0,5.386405,3.30271675
1,0,0,1.0375,0.775,0.225,7.98038425,6.0,3.52951275,1.74349425
1,0,0,1.1875,0.8875,0.2625,13.267566,8.0,5.6982495,3.16096925
1,0,0,1.175,0.875,0.3375,16.0741665,11.0,6.56290925,4.15320175
0,0,1,1.475,1.1375,0.4375,27.385617,10.0,11.0846545,6.95980225
0,0,1,1.4125,1.1375,0.375,23.26076475,18.0,10.3475675,4.5075705
1,0,0,1.15,0.9125,0.2875,14.4865945,7.0,6.70465675,3.345241
1,0,0,1.0125,0.75,0.275,9.07184,7.0,4.876114,1.247378
1,0,0,1.1375,0.925,0.3125,12.2753335,9.0,5.6982495,3.58621175
0,0,1,1.5625,1.2,0.425,38.34269875,10.0,17.67591325,7.881161
0,1,0,1.4375,1.125,0.4125,27.37144225,8.0,14.118051,5.386405
0,1,0,1.1625,0.8875,0.2625,13.59358525,8.0,6.4353365,3.515338
0,0,1,1.525,1.075,0.35,25.7696955,8.0,12.417081,5.6699
0,1,0,0.825,0.6125,0.2125,4.8477645,11.0,1.85689225,1.03475675
0,1,0,1.5375,1.3125,0.3875,32.24755625,20.0,10.4042665,6.690482
0,1,0,0.925,0.7,0.2625,6.633783,9.0,2.56562975,1.65844575
0,1,0,1.2875,0.95,0.3375,18.75319425,10.0,8.15048125,5.93922025
0,1,0,1.2,0.9375,0.2875,19.17843675,6.0,9.08601475,3.01922175
0,0,1,1.325,1.0375,0.375,22.04173625,20.0,6.7188315,4.01145425
0,1,0,1.6625,1.3,0.4375,38.90968875,12.0,17.179797,9.07184
1,0,0,0.4625,0.325,0.1125,0.8221355,4.0,0.340194,0.21262125
1,0,0,1.2375,0.8875,0.3,14.07552675,8.0,6.066793,2.96252275
1,0,0,0.8375,0.625,0.2,4.7343665,6.0,1.91359125,0.92135875
0,0,1,1.6,1.2125,0.4625,40.24211525,11.0,19.09338825,9.82310175
0,0,1,1.5375,1.3125,0.3875,29.44095575,11.0,12.1052365,6.56290925
0,1,0,1.675,1.3125,0.5,49.34230475,11.0,17.59086475,8.4198015
0,0,1,0.8625,0.65,0.225,5.8683465,10.0,2.19708625,1.23320325
0,1,0,1.0625,0.8375,0.25,11.58077075,9.0,4.97533725,2.608154
0,0,1,1.3,1.0,0.3125,19.46193175,9.0,8.3631025,4.86193925
0,0,1,1.5875,1.25,0.45,35.62114675,10.0,15.2803805,8.278054
0,0,1,1.5875,1.2625,0.425,35.81959325,9.0,14.514944,9.128539
0,1,0,1.75,1.5,0.575,56.7840485,10.0,22.97726975,11.46737275
1,0,0,1.1875,0.8875,0.3375,13.53688625,8.0,6.08096775,2.551455
0,0,1,1.6,1.25,0.425,31.75144,12.0,14.04717725,7.49844275
1,0,0,1.0875,0.8125,0.3,9.808927,7.0,4.5075705,2.381358
0,0,1,1.3,1.0125,0.35,23.17571625,17.0,7.92368525,5.1879585
1,0,0,1.025,0.7875,0.2375,7.95203475,7.0,3.231843,0.97805775
0,1,0,1.45,1.1125,0.375,27.00289875,11.0,12.23280925,5.51397775
0,0,1,1.675,1.35,0.4875,45.8978405,11.0,20.97863,9.36950975
1,0,0,1.2125,0.8875,0.325,16.4710595,12.0,6.9456275,3.742134
0,0,1,1.3375,1.125,0.3375,22.89222125,13.0,9.128539,5.1312595
0,0,1,1.275,0.975,0.2625,17.349894,13.0,5.3013565,4.252425
0,0,1,1.45,1.125,0.375,26.08154,9.0,11.1413535,6.010094
1,0,0,0.8625,0.675,0.275,6.05261825,7.0,2.324659,1.54504775
0,1,0,1.6125,1.2875,0.4375,45.68521925,14.0,19.12173775,10.886208
0,0,1,1.475,1.1375,0.375,27.669112,10.0,13.1825175,5.82582225
1,0,0,0.7,0.3,0.1875,3.3168915,4.0,1.28990225,0.8221355
0,0,1,1.2625,1.1875,0.4,31.62386725,8.0,14.4298955,6.7755305
0,0,1,1.4875,1.175,0.4125,28.78891725,9.0,13.9196045,5.40057975
0,0,1,1.125,0.9125,0.2875,16.68368075,8.0,9.015141,3.4302895
0,1,0,1.325,1.025,0.35,21.38969775,8.0,9.90815025,4.86193925
1,0,0,1.275,1.0125,0.325,16.9813505,8.0,8.68912175,3.27436725
1,0,0,1.2375,0.9375,0.2875,14.3731965,8.0,6.8322295,2.9199985
0,0,1,1.3125,1.075,0.3125,23.0481435,12.0,9.39785925,4.706017
0,0,1,1.7375,1.3375,0.5,44.94813225,11.0,18.9091165,9.468733
0,0,1,1.5375,1.2375,0.4,35.5786225,12.0,16.48523425,9.05766525
1,0,0,1.0,0.7875,0.225,9.355335,6.0,4.2807745,1.927766
0,1,0,1.2375,0.9625,0.3375,20.0997955,12.0,5.9817445,3.89805625
0,1,0,1.625,1.275,0.4375,32.7436725,12.0,14.04717725,5.74077375
0,0,1,1.525,1.225,0.425,33.38153625,15.0,16.03164225,6.76135575
0,1,0,1.425,1.1375,0.3875,23.586784,11.0,10.16329575,4.932813
0,1,0,1.125,0.8375,0.35,13.551061,11.0,5.28718175,3.2601925
0,1,0,1.325,1.1,0.5125,23.6718325,14.0,9.07184,6.16601625
0,0,1,1.4625,1.125,0.375,26.591831,7.0,13.2392165,5.7549485
0,1,0,1.3625,0.975,0.3375,22.21183325,7.0,11.97766375,5.14543425
0,1,0,1.15,0.9,0.3375,17.30736975,14.0,5.54232725,3.0333965
0,0,1,1.1375,0.8875,0.3,12.74310025,9.0,5.0178615,2.948348
1,0,0,0.9875,0.7625,0.2625,8.051258,8.0,3.21766825,1.68679525
0,0,1,1.15,0.95,0.325,18.1153305,11.0,8.50485,4.32329875
0,0,1,1.525,1.2125,0.4125,30.8159065,11.0,12.06271225,6.577084
1,0,0,0.8125,0.6,0.1875,4.309124,6.0,1.8427175,0.86465975
1,0,0,1.45,1.15,0.35,23.51591025,10.0,11.09882925,4.6776675
0,1,0,1.2625,0.9875,0.3125,18.0019325,9.0,8.221355,4.40834725
0,1,0,1.5,1.15,0.3875,18.86659225,11.0,8.0796075,4.2240755
0,0,1,1.3,1.075,0.375,20.638436,11.0,8.561549,4.46504625
0,0,1,1.2375,0.925,0.3,16.839603,7.0,7.93786,3.118445
1,0,0,1.1875,0.9125,0.3,15.025235,10.0,7.10154975,2.76407625
0,1,0,1.7625,1.375,0.525,40.78075575,11.0,18.5689225,9.22776225
0,0,1,1.375,1.075,0.375,23.81358,8.0,11.1980525,5.5281525
0,1,0,0.925,0.725,0.225,6.8322295,10.0,3.118445,1.2757275
0,1,0,0.675,0.5,0.2,3.41611475,6.0,1.31825175,0.793786
1,0,0,1.225,0.9375,0.2875,15.7906715,8.0,6.44951125,3.78465825
0,0,1,1.4125,1.1,0.4,25.9397925,12.0,10.035723,5.48562825
0,0,1,1.375,1.025,0.3625,23.48756075,13.0,8.77417025,5.40057975
1,0,0,0.7,0.525,0.2125,3.01922175,4.0,1.1056305,0.83631025
1,0,0,1.4125,1.0875,0.3625,23.94115275,9.0,11.26892625,4.479221
0,1,0,1.7125,1.275,0.4125,43.7999775,10.0,19.447757,10.70193625
0,1,0,1.6125,1.3,0.4375,46.379782,11.0,22.0842605,9.695529
1,0,0,0.6875,0.5,0.1625,3.30271675,7.0,1.60174675,0.3685435
0,1,0,1.6125,1.275,0.475,42.14153175,12.0,18.27125275,8.391452
1,0,0,1.325,1.05,0.4625,21.318824,20.0,8.4765005,4.422522
0,1,0,1.4625,1.1625,0.475,33.1972645,17.0,11.07047975,6.67630725
0,0,1,1.725,1.3875,0.5125,51.49686675,19.0,22.07008575,12.45960525
0,0,1,1.175,0.9,0.25,13.33843975,8.0,4.63514325,2.5231055
0,0,1,1.3375,1.05,0.375,20.87940675,14.0,7.89533575,5.273007
0,1,0,1.4625,1.15,0.375,34.189497,10.0,16.4710595,6.123492
0,0,1,1.4375,1.15,0.4625,31.014353,15.0,12.71475075,6.1518415
0,1,0,1.575,1.25,0.4625,38.612019,10.0,16.40018575,8.85921875
0,1,0,1.4625,1.2,0.4625,29.48348,10.0,12.303683,7.5126175
1,0,0,0.875,0.6625,0.2,5.6699,7.0,2.551455,1.190679
